item_code,product_name,url,price_per_unit,unit,rating,product_reviews,product_origin,product_image,Mono unsaturates,sugars,of which sugars:,of which Sugars,of which Sugars:,Vitamin A,Energy (kJ),Fat g,- sugars,Vitamin D,Proteine,image_urls,Fat:,- mono-unsaturates,Of which Sugars,Trans Fat,Total fat,Energy kcal,Fat (g),of which - Sugars,Carbohydrate:,(of which sugars),Trans Fats,of which saturated fatty acids,of which saturates [g],and EPA,Fibre g,Iron,Salt:,Fats,Protein g,- kcal,-of which sugars,DHA,poly-unsaturated,of which saturates (g),of which sugars :,Carbohydrate [g],- of which saturates (g),Fibre :,EPA,Energy,Of which saturates,Proteins,Carbohydrate g,Energy [kJ/kcal],Protein (g),Total Omega  3,Fat [g],of which saturates g,Energy:,- polyunsaturates,Starch,Calcium,Carbohydrate (g),of which sugar,Energy kJ,of which sugars [g],- of which Saturates,of which DHA,Trans fat,of which sugars,Polyunsaturates,Fibres,mono unsaturates,Total Sugars,Energy :,Fiber,Omega 3 Fatty Acids,- of which sugars (g),Vitamin B12,Omega 3,-of which saturates,Omega 3 fatty acids,of which saturated,Sodium,Protein [g],Protein :,Energy kJ/kcal,of which sugars (g),kcal,Salt (g),Energy value,Fat :,of which Saturates,Carbohydrate,of which sugars g,of which saturates :,thereof saturated fatty acids,Fibre:,of which saturates:,Thiamin (Vitamin B1),- starch,Salt,Vitamin C,Carbohydrate :,Carbohydrates:,Salt :,Polyols,mono-unsaturated,(of which saturates),Fibre [g],(of which sugars,trans fat,Energy (kcal),Dietary fibre,(kcal),Protein,Energy - kJ,- of which Sugars,saturates,- saturates,Of which: Saturates,of which - Saturates,polyunsaturates,Of which Saturates,- of which sugars,Fibre (g),of which saturates,Saturates,Energy kg/kcal,Potassium,Amount of sugar,of which saturated fats,Salt [g],- of which saturates,(of which saturates,Salt g,Omega 6,Carbohydrates,Protein:,Mono-unsaturates,Carbohydrates (g),Sugars,Of which: Sugars,of which Saturates:,Of which sugars,images,Fat,mono-unsaturates,of which: sugars,of which: saturates,Fibre,of which is saturated,of which: Saturates,Cholesterol
7935576,"Sainsbury's Outdoor Bred British Pork Chipolata Sausages, Taste the Difference x12 375g",https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1245628&urlRequestType=Base&categoryId=314361&catalogId=10123&langId=44,£2.00,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/41/0000000339841/0000000339841_L.jpeg'],,,,,,286kcal,,,,,,,,,,,,,,,,,,,,,,,,1189kJ,,,,,,,,,,,2.8g,,,,,,,,,,3.7g,,,,,,,,,,,,,,,,,,,,,,,4.0g,,,,,,,,1.49g,,,,,,,,,,,,,,16.9g,,,,,,,,,,,,7.9g,,,,,,,,,,,,9.7g,,1.2g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/41/0000000339841/0000000339841_L.jpeg', 'path': 'full/e0fa1387c4ac5130cde36cd83898b0cdfa1f8244.jpg', 'checksum': '09a039f273cc395800c8360427f18410'}]",22.4g,,,,0.7g,,,
7923816,Naturli Plant Based Mince 400g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1232046&urlRequestType=Base&categoryId=314361&catalogId=10123&langId=44,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/17/5701977079017/5701977079017_L.jpeg'],,,,,,,,,,,,"8,0 g",,,,,,,,,,,,,,,,,,814 kJ /,,,,,,,,,,,,,,,,,,,,"1,5 g",,,,,,,,,,,,,,,,,,,,,,,,"6,2 g",,,,,,,,"1,20 g",,,,,,,,,,,,,,18 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/17/5701977079017/5701977079017_L.jpeg', 'path': 'full/93cc75a147fadd0586dee1a2841d3de0c77d5ac5.jpg', 'checksum': 'a35144c17ce3d7664aba1d5bafc74798'}]",10 g,,,,"3,8 g",,,
7937691,Heck Simply Chicken Chipolatas x10 340g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1248364&urlRequestType=Base&categoryId=314361&catalogId=10123&langId=44,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/74/5060317351474/5060317351474_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563 kJ /,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,,,,,,,,,,,,,,,,,5.2g,,,,,,,,1.7g,,,,,,,,,,,,,,23.8g,,,,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/74/5060317351474/5060317351474_L.jpeg', 'path': 'full/2e47db4ee6d6e58efaf9846f486fa127c3cbb07f.jpg', 'checksum': '70e245806e869afe7b197db5cf019ecf'}]",2.0g,,,,,,,
2796383,Simon Howie Vegetarian Haggis 454g,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/simon-howie-vegetarian-haggis-454g,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/15/5060004210015/5060004210015_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848kJ /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6g,,,,,,,,1.17g,,,,,,,,,,,,,,5.7g,,,,,,,,,2.9g,,,,,,,,,3.1g,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/15/5060004210015/5060004210015_L.jpeg', 'path': 'full/c292cf4088e1d379bd9faec8002c66c745fa7500.jpg', 'checksum': '0ef271e1f959a28a20099597a57e0a40'}]",6.8g,,,,5.9g,,,
7914066,Richmond Chicken Sausages x8 400g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1213714&urlRequestType=Base&categoryId=314361&catalogId=10123&langId=44,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/77/5057624001277/5057624001277_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765kJ/,,,,,,,,,,,,,,,,,,,,0.60g,,,,,,,,,,,,,,,,,,,,,,,,10g,,,,,,,,1.4g,,,,,,,,,,,,,,12g,,,,,,,,,,,3.1g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/77/5057624001277/5057624001277_L.jpeg', 'path': 'full/0884743287fb3aa9ce24fc8edbd87ce4f6788b47.jpg', 'checksum': '68ffcf2ecf382dcd8f356d227c489854'}]",10g,,,,0.97g,,,
7847108,G. White & Co. Porky Light Sausages x6 400g,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/porky-light-sausages-x8-454g,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/19/5060044510519/5060044510519_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451kJ/,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93g,,,,,,,,,,,,,,11g,,,,,,,,,,,2.1g,,,,,,,,,,,3.8g,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/19/5060044510519/5060044510519_L.jpeg', 'path': 'full/03712a5f7eb94a25e80f1757ea0aa8f2bc694ab3.jpg', 'checksum': '57fcd7e7f407dc7fc9dfa9f6a60a3169'}]",4.7g,,,,,,,
6889391,Sainsbury's Smoked Gammon Joint 1.4kg,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-smoked-gammon-joint-14kg,£6.75,,,,Packed in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/48/0000001637748/0000001637748_L.jpeg'],,,,,,165kcal,,,,,,,,,,,,,,,,,,,,,,,,692kJ,,,,,,,,,,,,,,,,,,,,,0.7g,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,2.80g,,,,,,,,,,,,,,25.9g,,,,,,,,,,,,2.3g,,,,,,,,,,,,2.9g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/48/0000001637748/0000001637748_L.jpeg', 'path': 'full/803d77c8bae01bb9b18f02adb94841747decc7cd.jpg', 'checksum': 'a21027816c96b158ac331f4977362f8d'}]",6.2g,,,,0.6g,,,
7902380,Fisherman King Prawns 140g,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/fishermans-king-prawns-140g,£2.30,,,,,,,,,,,,260,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/86/0000096096086/0000096096086_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.1g,,,,,,,,,,,,,,,,,,,,,,,,0.2g,,,,,,,,1.50g,,,,,,,,,,,60,,,14.6g,,,,,,,0.1g,,,,0.1g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/86/0000096096086/0000096096086_L.jpeg', 'path': 'full/4f183a73845dfe208d9f27cc1a7a4170a7b456f2.jpg', 'checksum': '8c8404fef30143721c06d5b6f3706eee'}]",0.3g,0.1g,,,<0.5g,,,
7889117,Sainsbury's Pork Loin Medallions x4 400g,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-pork-loin-medallions-400g,£2.25,,,,Packed in United Kingdom Produced using British pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/10/0000000307710/0000000307710_L.jpeg'],,,,,,198kcal,,,,,,,,,,,,,,,,,,,,,,,,830kJ,,,,,,,,,,,,,,,,,,,,,0.7g,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,0.12g,,,,,,,,,,,,,,28.4g,,,,,,,,,,,,2.8g,,,,,,,,,,,,3.6g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/10/0000000307710/0000000307710_L.jpeg', 'path': 'full/907c107d566d4cb2cb0f3b9b8e153fb74e2a95d5.jpg', 'checksum': '2be4905d39d1cc050185e75e664bbc3f'}]",8.8g,,,,0.6g,,,
7916772,"Sainsburys Birch & Alder Scottish Smoked Salmon, Taste the Difference 100g",https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1220610&urlRequestType=Base&categoryId=314361&catalogId=10123&langId=44,£3.95,,,,Produced in United Kingdom Farmed in Scotland Produced from Farmed  Scottish (UK) Salmon ( Salmo salar),,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/09/0000000328609/0000000328609_L.jpeg'],,,,,,184kcal,,,,,,,,,,,,,,,,,,,,,,,,769kJ,,,,,,,,,,,,,,,,,,,,,2.6g,,,,,,,,,,,,,,,,,,,,,,,0.6g,,,,,,,,3.63g,,,,,,,,,,,,,,25.9g,,,,,,,,,,,,1.5g,,,,,,,,,,,,3.9g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/09/0000000328609/0000000328609_L.jpeg', 'path': 'full/da78866326b256c6be1bdbecd8cdfc9518a518ef.jpg', 'checksum': 'b777c598210ce895683259293610c3cc'}]",8.4g,,,,1.0g,,,
6889363,Sainsbury's Unsmoked Gammon Joint 1.4 Kg,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-unsmoked-gammon-joint-14-kg,£6.75,,,,Packed in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/24/0000001637724/0000001637724_L.jpeg'],,,,,,165kcal,,,,,,,,,,,,,,,,,,,,,,,,692kJ,,,,,,,,,,,,,,,,,,,,,0.7g,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,2.80g,,,,,,,,,,,,,,25.9g,,,,,,,,,,,,2.3g,,,,,,,,,,,,2.9g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/24/0000001637724/0000001637724_L.jpeg', 'path': 'full/0bcd84f4322a3d847a8fe3d392711aa545d8579b.jpg', 'checksum': '068852279d8ebbd9b566572025cf9f4f'}]",6.2g,,,,0.6g,,,
6914182,Macsween Traditional Haggis 454g,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/macsween-traditional-haggis-454g,£2.70,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/11/5026018543211/5026018543211_L.jpeg'],,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7g,,,,,,,,,,,,,,9.9g,,,,,,,,,,,7.5g,,,,,,,,,,,18.7g,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/11/5026018543211/5026018543211_L.jpeg', 'path': 'full/8d2bd57d70bd1b51a8b2f5093e255ef4170eef88.jpg', 'checksum': 'c4ecbb4c7429177a75db2751ed780b8f'}]",18.9g,,,,,,,
7900332,Sainsbury's British Pork Crackling Loin Joint 1kg - 1.8kg,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-british-pork-loin-joint-vw-cw,£5.50,,,,Packed in United Kingdom Produced using British pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/01/0229370000001/0229370000001_L.jpeg'],,,,,,188kcal,,,,,,,,,,,,,,,,,,,,,,,,786kJ,,,,,,,,,,,,,,,,,,,,,1.5g,,,,,,,,,,,,,,,,,,,,,,,0.8g,,,,,,,,1.20g,,,,,,,,,,,,,,26.1g,,,,,,,,,,,,3.2g,,,,,,,,,,,,3.2g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/01/0229370000001/0229370000001_L.jpeg', 'path': 'full/034a5af542fff3626e0688a8249e6abba9c790ac.jpg', 'checksum': '8e958bf125c04f384dc5e579c54b2423'}]",8.7g,,,,0.8g,,,
3399361,Simon Howie Original Haggis In Bag 454g,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/simon-howie-original-haggis-in-bag-454g,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/5060004210008/5060004210008_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855kJ /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6g,,,,,,,,1.4g,,,,,,,,,,,,,,11.8g,,,,,,,,,0.5g,,,,,,,,,3.9g,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/5060004210008/5060004210008_L.jpeg', 'path': 'full/334337151c96fe99123446d75727f3c73acba839.jpg', 'checksum': 'd8f9659928635a5fb313a0bab9218e76'}]",9.7g,,,,1.4g,,,
7774402,Sainsbury's Large King Prawns 300g,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-large-king-prawns-300g,£5.50,,,,Packed in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/42/0000000220842/0000000220842_L.jpeg'],,,,,,62kcal,,,,,,,,,,,,,,,,,,,,,,,,262kJ,,,,,,,,,,,,,,,,,,,,,<0.1g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,1.50g,,,,,,,,,,,,,,14.1g,,,,,,,,,,,,<0.1g,,,,,,,,,,,,<0.1g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/42/0000000220842/0000000220842_L.jpeg', 'path': 'full/9bfbc8821f83f4dcb13282a79c77408eb9602c21.jpg', 'checksum': 'c10692054442338058dd3f19bc9ca05d'}]",<0.5g,,,,<0.5g,,,
6850577,"Sainsbury's Oak Smoked Wiltshire Cured Back Bacon, Taste the Difference x8 240g",https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-wilthsire-smoked-back-bacon--taste-the-difference-240g,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/38/0000001615838/0000001615838_L.jpeg'],,4.4g,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8g,,,,,1162,,,,,<0.5g,,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,4.97g,,,,,,,,,,,,,,32.7g,,,,6.8g,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/38/0000001615838/0000001615838_L.jpeg', 'path': 'full/ad973131af5622017296176964756d4dc514f258.jpg', 'checksum': '83d50a5f0be2a931d5f0c5a7b07c8bf6'}]",15.8g,,,,0.6g,,,
6455182,"Sainsbury's Pork & Red Onion Sausage, Taste the Difference 400g",https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-pork---red-onion-sausage--taste-the-difference-400g,£2.00,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/98/0000001447798/0000001447798_L.jpeg'],,,,,,284kcal,,,,,,,,,,,,,,,,,,,,,,,,1181kJ,,,,,,,,,,,2.1g,,,,,,,,,,3.2g,,,,,,,,,,,,,,,,,,,,,,,7.1g,,,,,,,,1.58g,,,,,,,,,,,,,,15.6g,,,,,,,,,,,,7.5g,,,,,,,,,,,,9.4g,,5.0g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/98/0000001447798/0000001447798_L.jpeg', 'path': 'full/dcfa435038c251201b052d18a66e60315b2fa67f.jpg', 'checksum': '54db3fb0ec3dbb0afea5e7145672d847'}]",21.3g,,,,0.9g,,,
7883086,Harbour Smokehouse Salmon 100g,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/harbour-smokehouse-salmon-100g,£2.95,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/10/5055946000510/5055946000510_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787kj/,,,3.3g,,,,,,,,2.8g,,,,,,,,,<0.5g),,,,,20.1g,,,,,,,,,,,,,,,,,,,1.7g),,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/10/5055946000510/5055946000510_L.jpeg', 'path': 'full/00a6255e7c1ddf165668de335a911c07c64479da.jpg', 'checksum': 'a93b6cc47bd231686326fa487e4a4e79'}]",10.3g,,,,0.9g,,,
6850887,"Sainsbury's Unsmoked Wiltshire Cured Back Bacon, Taste the Difference x8 240g",https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-wiltshire-unsmoked-back-bacon--taste-the-difference-240g,£2.00,,,,Produced in United Kingdom Produced using Outdoor Bred British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/52/0000001615852/0000001615852_L.jpeg'],,,,,,260kcal,,,,,,,,,,,,,,,,,,,,,,,,1083kJ,,,,,,,,,,,,,,,,,,,,,3.2g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,4.73g,,,,,,,,,,,,,,28.8g,,,,,,,,,,,,5.3g,,,,,,,,,,,,6.2g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/52/0000001615852/0000001615852_L.jpeg', 'path': 'full/f10b7053ae98fafaa0ae6321b326387a0365a1c3.jpg', 'checksum': '68be6d076b0236ff0a89d2468e51a252'}]",15.7g,,,,1.0g,,,
6023856,"Sainsbury's Pork Cumberland Sausages, Taste the Difference x6 400g",https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-pork-cumberland-sausages--taste-the-difference-x6-400g,£2.00,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/45/0000001075045/0000001075045_L.jpeg'],,,,,,279kcal,,,,,,,,,,,,,,,,,,,,,,,,1159kJ,,,,,,,,,,,1.0g,,,,,,,,,,3.3g,,,,,,,,,,,,,,,,,,,,,,,1.4g,,,,,,,,1.43g,,,,,,,,,,,,,,20.2g,,,,,,,,,,,,7.5g,,,,,,,,,,,,9.3g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/45/0000001075045/0000001075045_L.jpeg', 'path': 'full/454f66471c1a8ca48fd29ed6e572db0e889911e9.jpg', 'checksum': '018c217927d9ebc0b2ffe0eb66ae5953'}]",21.2g,,,,0.9g,,,
7915697,Sainsbury's Smoked Back Bacon Rashers x8 250g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218726&urlRequestType=Base&categoryId=314361&catalogId=10123&langId=44,£1.75,,,,Packed in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/12/0000001716412/0000001716412_L.jpeg'],,,,,,292kcal,,,,,,,,,,,,,,,,,,,,,,,,1215kJ,,,,,,,,,,,,,,,,,,,,,4.7g,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,3.76g,,,,,,,,,,,,,,27.3g,,,,,,,,,,,,6.7g,,,,,,,,,,,,7.5g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/12/0000001716412/0000001716412_L.jpeg', 'path': 'full/c8050695fa3708543e32e7db60e0fd5e17edce60.jpg', 'checksum': '0c668b864cf03f8d0d224fd642de400d'}]",19.7g,,,,0.6g,,,
1270624,"Sainsbury's Lincolnshire Pork Sausages, Taste the Difference x6 400g",https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-lincolnshire-pork-sausages--taste-the-difference-x6-400g,£2.00,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/24/0000001270624/0000001270624_L.jpeg'],,,,,,290kcal,,,,,,,,,,,,,,,,,,,,,,,,1202kJ,,,,,,,,,,,1.8g,,,,,,,,,,3.6g,,,,,,,,,,,,,,,,,,,,,,,2.2g,,,,,,,,1.32g,,,,,,,,,,,,,,17.4g,,,,,,,,,,,,8.4g,,,,,,,,,,,,10.2g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/24/0000001270624/0000001270624_L.jpeg', 'path': 'full/1ecceeb2a677e6ba71e71dc93cda8ec35bc1c03c.jpg', 'checksum': '1608b149fc3d459fe4b59af9a5c61516'}]",23.3g,,,,1.0g,,,
7441185,Sainsbury's Breaded Cod Fillets x2 300g,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-breaded-cod-fillets-x2-300g,£2.50,,,,Produced in United Kingdom Caught in North-East Atlantic Produced using Cod caught in the North East Atlantic Ocean.,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/52/0000001772852/0000001772852_L.jpeg'],,,,,,191kcal,,,,,,,,,,,,,,,,,,,,,,,,804kJ,,,,,,,,,,,17.0g,,,,,,,,,,1.9g,,,,,,,,,,,,,,,,,,,,,,,18.3g,,,,,,,,0.76g,,,,,,,,,,,,,,13.3g,,,,,,,,,,,,0.7g,,,,,,,,,,,,4.1g,,1.3g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/52/0000001772852/0000001772852_L.jpeg', 'path': 'full/0347395c1575784d6072463cad060c55662be549.jpg', 'checksum': '4c72e8d066efefd0c7dacb72a3addcbd'}]",7.0g,,,,1.0g,,,
7915700,Sainsbury's Unsmoked Back Bacon Rashers  x8 250g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218728&urlRequestType=Base&categoryId=314361&catalogId=10123&langId=44,£1.75,,,,Packed in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/99/0000001716399/0000001716399_L.jpeg'],,,,,,292kcal,,,,,,,,,,,,,,,,,,,,,,,,1215kJ,,,,,,,,,,,,,,,,,,,,,4.7g,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,3.76g,,,,,,,,,,,,,,27.3g,,,,,,,,,,,,6.7g,,,,,,,,,,,,7.5g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/99/0000001716399/0000001716399_L.jpeg', 'path': 'full/fd3a1547eb6dcf652797cea792b6153059b37d22.jpg', 'checksum': 'abc77395f1678a89ea79c0c89750d31a'}]",19.7g,,,,0.6g,,,
